State,County,CD #,"CD Pop. in County","% of County in CD"
NC,Rowan,13,"138,428",100.00%
NC,Rutherford,5,"44,025",64.90%
NC,Rutherford,11,"23,785",35.10%
NC,Sampson,7,"63,431",100.00%
NC,Scotland,9,"36,157",100.00%
NC,Stanly,8,"60,585",100.00%
NC,Stokes,10,"47,401",100.00%
NC,Surry,5,"73,673",100.00%
NC,Swain,11,"13,981",100.00%
NC,Transylvania,11,"33,090",100.00%
NC,Tyrrell,3,"4,407",100.00%
NC,Union,9,"201,292",100.00%
NC,Vance,1,"44,222",97.40%
NC,Vance,4,"1,200",2.60%
NC,Wake,2,"733,499",81.40%
NC,Wake,4,"167,494",18.60%
NC,Warren,1,"20,972",100.00%
NC,Washington,1,"13,228",100.00%
NC,Watauga,5,"51,079",100.00%
NC,Wayne,1,"122,623",100.00%
NC,Wilkes,5,"69,340",100.00%
NC,Wilson,1,"81,234",100.00%
NC,Yadkin,10,"38,406",100.00%
NC,Yancey,11,"17,818",100.00%
ND,Adams,1,"2,343",100.00%
ND,Barnes,1,"11,066",100.00%
ND,Benson,1,"6,660",100.00%
ND,Billings,1,783,100.00%
ND,Bottineau,1,"6,429",100.00%
ND,Bowman,1,"3,151",100.00%
ND,Burke,1,"1,968",100.00%
ND,Burleigh,1,"81,308",100.00%
ND,Cass,1,"149,778",100.00%
ND,Cavalier,1,"3,993",100.00%
ND,Dickey,1,"5,289",100.00%
ND,Divide,1,"2,071",100.00%
ND,Dunn,1,"3,536",100.00%
ND,Eddy,1,"2,385",100.00%
ND,Emmons,1,"3,550",100.00%
ND,Foster,1,"3,343",100.00%
ND,Golden Valley,1,"1,680",100.00%
ND,Grand Forks,1,"66,861",100.00%
ND,Grant,1,"2,394",100.00%
ND,Griggs,1,"2,420",100.00%
ND,Hettinger,1,"2,477",100.00%
ND,Kidder,1,"2,435",100.00%
ND,LaMoure,1,"4,139",100.00%
ND,Logan,1,"1,990",100.00%
ND,McHenry,1,"5,395",100.00%
ND,McIntosh,1,"2,809",100.00%
ND,McKenzie,1,"6,360",100.00%
ND,McLean,1,"8,962",100.00%
ND,Mercer,1,"8,424",100.00%
ND,Morton,1,"27,471",100.00%
ND,Mountrail,1,"7,673",100.00%
ND,Nelson,1,"3,126",100.00%
ND,Oliver,1,"1,846",100.00%
ND,Pembina,1,"7,413",100.00%
ND,Pierce,1,"4,357",100.00%
ND,Ramsey,1,"11,451",100.00%
ND,Ransom,1,"5,457",100.00%
ND,Renville,1,"2,470",100.00%
ND,Richland,1,"16,321",100.00%
ND,Rolette,1,"13,937",100.00%
ND,Sargent,1,"3,829",100.00%
ND,Sheridan,1,"1,321",100.00%
ND,Sioux,1,"4,153",100.00%
ND,Slope,1,727,100.00%
ND,Stark,1,"24,199",100.00%
ND,Steele,1,"1,975",100.00%
ND,Stutsman,1,"21,100",100.00%
ND,Towner,1,"2,246",100.00%
ND,Traill,1,"8,121",100.00%
ND,Walsh,1,"11,119",100.00%
ND,Ward,1,"61,675",100.00%
ND,Wells,1,"4,207",100.00%
ND,Williams,1,"22,398",100.00%
NE,Adams,3,"31,364",100.00%
NE,Antelope,3,"6,685",100.00%
NE,Arthur,3,460,100.00%
NE,Banner,3,690,100.00%
NE,Blaine,3,478,100.00%
NE,Boone,3,"5,505",100.00%
NE,Box Butte,3,"11,308",100.00%
NE,Boyd,3,"2,099",100.00%
NE,Brown,3,"3,145",100.00%
NE,Buffalo,3,"46,102",100.00%
NE,Burt,1,"6,858",100.00%
NE,Butler,1,"8,395",100.00%
NE,Cass,1,"25,241",100.00%
NE,Cedar,3,"8,852",100.00%
NE,Chase,3,"3,966",100.00%
NE,Cherry,3,"5,713",100.00%
NE,Cheyenne,3,"9,998",100.00%
NE,Clay,3,"6,542",100.00%
NE,Colfax,1,"10,515",100.00%
NE,Cuming,1,"9,139",100.00%
NE,Custer,3,"10,939",100.00%
NE,Dakota,3,"21,006",100.00%
NE,Dawes,3,"9,182",100.00%
NE,Dawson,3,"24,326",100.00%
NE,Deuel,3,"1,941",100.00%
NE,Dixon,1,273,4.50%
NE,Dixon,3,"5,727",95.40%
NE,Dodge,1,"36,691",100.00%
NE,Douglas,2,"517,110",100.00%
NE,Dundy,3,"2,008",100.00%
NE,Fillmore,3,"5,890",100.00%
NE,Franklin,3,"3,225",100.00%
NE,Frontier,3,"2,756",100.00%
NE,Furnas,3,"4,959",100.00%
NE,Gage,3,"22,311",100.00%
NE,Garden,3,"2,057",100.00%
NE,Garfield,3,"2,049",100.00%
NE,Gosper,3,"2,044",100.00%
NE,Grant,3,614,100.00%
NE,Greeley,3,"2,538",100.00%
NE,Hall,3,"58,607",100.00%
NE,Hamilton,3,"9,124",100.00%
NE,Harlan,3,"3,423",100.00%
NE,Hayes,3,967,100.00%
NE,Hitchcock,3,"2,908",100.00%
NE,Holt,3,"10,435",100.00%
NE,Hooker,3,736,100.00%
NE,Howard,3,"6,274",100.00%
NE,Jefferson,3,"7,547",100.00%
NE,Johnson,3,"5,217",100.00%
NE,Kearney,3,"6,489",100.00%
NE,Keith,3,"8,368",100.00%
NE,Keya Paha,3,824,100.00%
NE,Kimball,3,"3,821",100.00%
NE,Knox,3,"8,701",100.00%
NE,Lancaster,1,"285,407",100.00%
NE,Lincoln,3,"36,288",100.00%
NE,Logan,3,763,100.00%
NE,Loup,3,632,100.00%
NE,McPherson,3,539,100.00%
NE,Madison,1,"34,876",100.00%
NE,Merrick,3,"7,845",100.00%
NE,Morrill,3,"5,042",100.00%
NE,Nance,3,"3,735",100.00%
NE,Nemaha,3,"7,248",100.00%
NE,Nuckolls,3,"4,500",100.00%
NE,Otoe,1,"15,740",100.00%
NE,Pawnee,3,"2,773",100.00%
NE,Perkins,3,"2,970",100.00%
NE,Phelps,3,"9,188",100.00%
NE,Pierce,3,"7,266",100.00%
NE,Platte,1,"32,237",100.00%
NE,Polk,1,"5,406",100.00%
NE,Red Willow,3,"11,055",100.00%
NE,Richardson,3,"8,363",100.00%
NE,Rock,3,"1,526",100.00%
NE,Saline,3,"14,200",100.00%
NE,Sarpy,1,"67,169",42.30%
NE,Sarpy,2,"91,671",57.70%
NE,Saunders,1,"20,780",100.00%
NE,Scotts Bluff,3,"36,970",100.00%
NE,Seward,1,"16,750",100.00%
NE,Sheridan,3,"5,469",100.00%
NE,Sherman,3,"3,152",100.00%
NE,Sioux,3,"1,311",100.00%
NE,Stanton,1,"6,129",100.00%
NE,Thayer,3,"5,228",100.00%
NE,Thomas,3,647,100.00%
NE,Thurston,1,"6,940",100.00%
NE,Valley,3,"4,260",100.00%
NE,Washington,1,"20,234",100.00%
NE,Wayne,3,"9,595",100.00%
NE,Webster,3,"3,812",100.00%
NE,Wheeler,3,818,100.00%
NE,York,3,"13,665",100.00%
NH,Belknap,1,"58,990",98.20%
NH,Belknap,2,"1,098",1.80%
NH,Carroll,1,"47,818",100.00%
NH,Cheshire,2,"77,117",100.00%
NH,Coos,2,"33,055",100.00%
NH,Grafton,1,"3,333",3.70%
NH,Grafton,2,"85,785",96.30%
NH,Hillsborough,1,"173,909",43.40%
NH,Hillsborough,2,"226,812",56.60%
NH,Merrimack,1,"13,451",9.20%
NH,Merrimack,2,"132,994",90.80%
NH,Rockingham,1,"237,581",80.50%
NH,Rockingham,2,"57,642",19.50%
NH,Strafford,1,"123,143",100.00%
NH,Sullivan,2,"43,742",100.00%
NJ,Atlantic,2,"274,549",100.00%
NJ,Bergen,5,"526,098",58.10%
NJ,Bergen,8,"13,835",1.50%
NJ,Bergen,9,"365,183",40.30%
NJ,Burlington,1,"26,538",5.90%
NJ,Burlington,2,"2,130",0.50%
NJ,Burlington,3,"420,066",93.60%
NJ,Camden,1,"503,008",97.90%
NJ,Camden,2,"10,649",2.10%
NJ,Cape May,2,"97,265",100.00%
NJ,Cumberland,2,"156,898",100.00%
NJ,Essex,7,"20,175",2.60%
NJ,Essex,8,"159,680",20.40%
NJ,Essex,10,"418,251",53.40%
NJ,Essex,11,"185,863",23.70%
NJ,Gloucester,1,"203,118",70.50%
NJ,Gloucester,2,"85,170",29.50%
NJ,Hudson,8,"434,165",68.50%
NJ,Hudson,9,"34,376",5.40%
NJ,Hudson,10,"165,725",26.10%
NJ,Hunterdon,7,"128,349",100.00%
NJ,Mercer,4,"102,106",27.90%
NJ,Mercer,12,"264,407",72.10%
NJ,Middlesex,6,"508,761",62.80%
NJ,Middlesex,12,"301,097",37.20%
NJ,Monmouth,4,"406,484",64.50%
NJ,Monmouth,6,"223,896",35.50%
NJ,Morris,7,"124,775",25.30%
NJ,Morris,11,"367,501",74.70%
NJ,Ocean,2,"39,917",6.90%
NJ,Ocean,3,"312,483",54.20%
NJ,Ocean,4,"224,167",38.90%
NJ,Passaic,5,"38,067",7.60%
NJ,Passaic,9,"333,090",66.50%
NJ,Passaic,11,"130,069",26.00%
NJ,Salem,2,"66,083",100.00%
NJ,Somerset,7,"235,835",72.90%
NJ,Somerset,12,"87,609",27.10%
NJ,Sussex,5,"100,040",67.00%
NJ,Sussex,11,"49,225",33.00%
NJ,Union,6,1,0.00%
NJ,Union,7,"183,323",34.20%
NJ,Union,8,"124,969",23.30%
NJ,Union,10,"148,662",27.70%
NJ,Union,12,"79,544",14.80%
NJ,Warren,5,"68,467",63.00%
NJ,Warren,7,"40,225",37.00%
NM,Bernalillo,1,"632,625",95.50%
NM,Bernalillo,2,"2,489",0.40%
NM,Bernalillo,3,"27,450",4.10%
NM,Catron,2,"3,725",100.00%
NM,Chaves,2,"65,645",100.00%
NM,Cibola,2,"27,213",100.00%
NM,Colfax,3,"13,750",100.00%
NM,Curry,3,"48,376",100.00%
NM,DeBaca,2,"2,022",100.00%
NM,Dona Ana,2,"209,233",100.00%
NM,Eddy,2,"53,829",100.00%
NM,Grant,2,"29,514",100.00%
NM,Guadalupe,2,"4,687",100.00%
NM,Harding,3,695,100.00%
NM,Hidalgo,2,"4,894",100.00%
NM,Lea,2,"64,727",100.00%
NM,Lincoln,2,"20,497",100.00%
NM,Los Alamos,3,"17,950",100.00%
NM,Luna,2,"25,095",100.00%
NM,McKinley,2,"7,001",9.80%
NM,McKinley,3,"64,491",90.20%
NM,Mora,3,"4,881",100.00%
NM,Otero,2,"63,797",100.00%
NM,Quay,3,"9,041",100.00%
NM,Rio Arriba,3,"40,246",100.00%
NM,Roosevelt,2,"7,010",35.30%
NM,Roosevelt,3,"12,836",64.70%
NM,Sandoval,1,"20,593",15.70%
NM,Sandoval,3,"110,968",84.30%
NM,San Juan,3,"130,044",100.00%
NM,San Miguel,3,"29,393",100.00%
NM,Santa Fe,1,"5,390",3.70%
NM,Santa Fe,3,"138,780",96.30%
NM,Sierra,2,"11,988",100.00%
NM,Socorro,2,"17,866",100.00%
NM,Taos,3,"32,937",100.00%
NM,Torrance,1,"16,383",100.00%
NM,Union,3,"4,549",100.00%
NM,Valencia,1,"11,402",14.90%
NM,Valencia,2,"65,167",85.10%
NV,Churchill,2,"24,877",100.00%
NV,Clark,1,"675,138",34.60%
NV,Clark,3,"675,138",34.60%
NV,Clark,4,"600,993",30.80%
NV,Douglas,2,"46,997",100.00%
NV,Elko,2,"48,818",100.00%
NV,Esmeralda,4,783,100.00%
NV,Eureka,2,"1,987",100.00%
NV,Humboldt,2,"16,528",100.00%
NV,Lander,2,"5,775",100.00%
NV,Lincoln,4,"5,345",100.00%
NV,Lyon,2,"42,712",82.20%
NV,Lyon,4,"9,268",17.80%
NV,Mineral,4,"4,772",100.00%
NV,Nye,4,"43,946",100.00%
NV,Pershing,2,"6,753",100.00%
NV,Storey,2,"4,010",100.00%
NV,Washoe,2,"421,407",100.00%
NV,White Pine,4,"10,030",100.00%
NV,Carson City,2,"55,274",100.00%
NY,Albany,20,"304,204",100.00%
NY,Allegany,23,"48,946",100.00%
NY,Bronx,13,"186,192",13.40%
NY,Bronx,14,"238,807",17.20%
NY,Bronx,15,"717,708",51.80%
NY,Bronx,16,"242,401",17.50%
NY,Broome,19,"2,311",1.20%
NY,Broome,22,"198,289",98.80%
NY,Cattaraugus,23,"80,317",100.00%
NY,Cayuga,24,"80,026",100.00%
NY,Chautauqua,23,"134,905",100.00%
NY,Chemung,23,"88,830",100.00%
NY,Chenango,22,"50,477",100.00%
NY,Clinton,21,"82,128",100.00%
NY,Columbia,19,"63,096",100.00%
NY,Cortland,22,"49,336",100.00%
NY,Delaware,19,"47,980",100.00%
NY,Dutchess,18,"177,398",59.60%
NY,Dutchess,19,"120,090",40.40%
NY,Erie,26,"635,963",69.20%
NY,Erie,27,"283,077",30.80%
NY,Essex,21,"39,370",100.00%
NY,Franklin,21,"51,599",100.00%
NY,Fulton,21,"55,531",100.00%
NY,Genesee,27,"60,079",100.00%
NY,Greene,19,"49,221",100.00%
NY,Hamilton,21,"4,836",100.00%
NY,Herkimer,21,"9,544",14.80%
NY,Herkimer,22,"54,975",85.20%
NY,Jefferson,21,"116,229",100.00%
NY,Kings,7,"504,423",20.10%
NY,Kings,8,"670,533",26.80%
NY,Kings,9,"717,708",28.70%
NY,Kings,10,"298,906",11.90%
NY,Kings,11,"248,978",9.90%
NY,Kings,12,"64,152",2.60%
NY,Lewis,21,"27,087",100.00%
NY,Livingston,27,"65,393",100.00%
NY,Madison,22,"73,442",100.00%
NY,Monroe,25,"717,707",96.40%
NY,Monroe,27,"26,637",3.60%
NY,Montgomery,19,"15,613",31.10%
NY,Montgomery,20,"34,606",68.90%
NY,Nassau,2,"182,328",13.60%
NY,Nassau,3,"357,232",26.70%
NY,Nassau,4,"717,708",53.60%
NY,Nassau,5,"82,264",6.10%
NY,New York,7,"97,777",6.20%
NY,New York,10,"418,801",26.40%
NY,New York,12,"537,780",33.90%
NY,New York,13,"531,515",33.50%
NY,Niagara,26,"81,744",37.80%
NY,Niagara,27,"134,725",62.20%
NY,Oneida,22,"234,878",100.00%
NY,Onondaga,24,"467,026",100.00%
NY,Ontario,23,"45,173",41.90%
NY,Ontario,27,"62,758",58.10%
NY,Orange,18,"372,813",100.00%
NY,Orleans,27,"42,883",100.00%
NY,Oswego,22,"45,226",37.00%
NY,Oswego,24,"76,883",63.00%
NY,Otsego,19,"62,259",100.00%
NY,Putnam,18,"99,710",100.00%
NY,Queens,3,"120,212",5.40%
NY,Queens,5,"635,444",28.50%
NY,Queens,6,"717,707",32.20%
NY,Queens,7,"115,508",5.20%
NY,Queens,8,"47,175",2.10%
NY,Queens,12,"115,775",5.20%
NY,Queens,14,"478,901",21.50%
NY,Rensselaer,19,"64,349",40.40%
NY,Rensselaer,20,"95,080",59.60%
NY,Richmond,11,"468,730",100.00%
NY,Rockland,17,"311,687",100.00%
NY,St. Lawrence,21,"111,944",100.00%
NY,Saratoga,20,"129,091",58.80%
NY,Saratoga,21,"90,516",41.20%
NY,Schenectady,20,"154,727",100.00%
NY,Schoharie,19,"32,749",100.00%
NY,Schuyler,23,"18,343",100.00%
NY,Seneca,23,"35,251",100.00%
NY,Steuben,23,"98,990",100.00%
NY,Suffolk,1,"717,707",48.10%
NY,Suffolk,2,"535,380",35.90%
NY,Suffolk,3,"240,263",16.10%
NY,Sullivan,19,"77,547",100.00%
NY,Tioga,22,"11,085",21.70%
NY,Tioga,23,"40,040",78.30%
NY,Tompkins,23,"101,564",100.00%
NY,Ulster,19,"182,493",100.00%
NY,Warren,21,"65,707",100.00%
NY,Washington,21,"63,216",100.00%
NY,Wayne,24,"93,772",100.00%
NY,Westchester,16,"475,306",50.10%
NY,Westchester,17,"406,021",42.80%
NY,Westchester,18,"67,786",7.10%
NY,Wyoming,27,"42,155",100.00%
NY,Yates,23,"25,348",100.00%
OH,Adams,2,"28,550",100.00%
OH,Allen,4,"106,331",100.00%
OH,Ashland,7,"53,139",100.00%
OH,Ashtabula,14,"101,497",100.00%
OH,Athens,6,"4,149",6.40%
OH,Athens,15,"60,608",93.60%
OH,Auglaize,4,"45,949",100.00%
OH,Belmont,6,"70,400",100.00%
OH,Brown,2,"44,846",100.00%
OH,Butler,8,"368,130",100.00%
OH,Carroll,6,"28,836",100.00%
OH,Champaign,4,"40,097",100.00%
OH,Clark,8,"138,333",100.00%
OH,Clermont,2,"197,363",100.00%
OH,Clinton,15,"42,040",100.00%
OH,Columbiana,6,"107,841",100.00%
OH,Coshocton,7,"36,901",100.00%
OH,Crawford,4,"43,784",100.00%
OH,Cuyahoga,9,"283,639",22.20%
OH,Cuyahoga,11,"621,401",48.50%
OH,Cuyahoga,14,"104,689",8.20%
OH,Cuyahoga,16,"270,393",21.10%
OH,Darke,8,"52,959",100.00%
OH,Defiance,5,"39,037",100.00%
OH,Delaware,12,"174,214",100.00%
OH,Erie,4,"11,786",15.30%
OH,Erie,9,"65,293",84.70%
OH,Fairfield,15,"146,156",100.00%
OH,Fayette,10,"24,306",83.70%
OH,Fayette,15,"4,724",16.30%
OH,Franklin,3,"721,046",62.00%
OH,Franklin,12,"203,964",17.50%
OH,Franklin,15,"238,404",20.50%
OH,Fulton,5,"42,698",100.00%
OH,Gallia,6,"30,934",100.00%
OH,Geauga,14,"93,389",100.00%
OH,Greene,10,"161,573",100.00%
OH,Guernsey,6,"40,087",100.00%
OH,Hamilton,1,"508,339",63.40%
OH,Hamilton,2,"294,035",36.60%
OH,Hancock,5,"74,782",100.00%
OH,Hardin,5,"32,058",100.00%
OH,Harrison,6,"15,864",100.00%
OH,Henry,5,"28,215",100.00%
OH,Highland,2,"43,589",100.00%
OH,Hocking,15,"29,380",100.00%
OH,Holmes,7,"42,366",100.00%
OH,Huron,4,"31,826",53.40%
OH,Huron,7,"27,800",46.60%
OH,Jackson,6,"33,225",100.00%
OH,Jefferson,6,"69,709",100.00%
OH,Knox,7,"60,921",100.00%
OH,Lake,14,"230,041",100.00%
OH,Lawrence,6,"62,450",100.00%
OH,Licking,7,5,0.00%
OH,Licking,12,"166,487",100.00%
OH,Logan,4,"45,858",100.00%
OH,Lorain,4,"114,574",38.00%
OH,Lorain,7,"83,349",27.70%
OH,Lorain,9,"103,433",34.30%
OH,Lucas,5,"194,708",44.10%
OH,Lucas,9,"247,107",55.90%
OH,Madison,15,"43,435",100.00%
OH,Mahoning,6,"51,913",21.70%
OH,Mahoning,13,"186,910",78.30%
OH,Marion,4,"58,498",88.00%
OH,Marion,12,"8,003",12.00%
OH,Medina,7,"59,690",34.60%
OH,Medina,16,"112,642",65.40%
OH,Meigs,6,"23,770",100.00%
OH,Mercer,4,"2,917",7.10%
OH,Mercer,5,"21,063",51.60%
OH,Mercer,8,"16,834",41.20%
OH,Miami,8,"102,506",100.00%
OH,Monroe,6,"14,642",100.00%
OH,Montgomery,10,"535,153",100.00%
OH,Morgan,15,"15,054",100.00%
OH,Morrow,12,"34,827",100.00%
OH,Muskingum,6,"27,273",31.70%
OH,Muskingum,12,"58,801",68.30%
OH,Noble,6,"14,645",100.00%
OH,Ottawa,5,"19,868",48.00%
OH,Ottawa,9,"21,560",52.00%
OH,Paulding,5,"19,614",100.00%
OH,Perry,15,"36,058",100.00%
OH,Pickaway,15,"55,698",100.00%
OH,Pike,2,"28,709",100.00%
OH,Portage,13,"92,483",57.30%
OH,Portage,14,"36,357",22.50%
OH,Portage,16,"32,579",20.20%
OH,Preble,8,"42,270",100.00%
OH,Putnam,5,"34,499",100.00%
OH,Richland,7,"49,746",40.00%
OH,Richland,12,"74,729",60.00%
OH,Ross,2,"42,041",53.90%
OH,Ross,15,"36,023",46.10%
OH,Sandusky,4,"60,944",100.00%
OH,Scioto,2,"41,898",52.70%
OH,Scioto,6,"37,601",47.30%
OH,Seneca,4,"56,745",100.00%
OH,Shelby,4,"49,423",100.00%
OH,Stark,7,"240,454",64.00%
OH,Stark,13,"27,789",7.40%
OH,Stark,16,"107,343",28.60%
OH,Summit,11,"99,631",18.40%
OH,Summit,13,"226,553",41.80%
OH,Summit,14,"132,043",24.40%
OH,Summit,16,"83,554",15.40%
OH,Trumbull,13,"187,296",89.10%
OH,Trumbull,14,"23,016",10.90%
OH,Tuscarawas,6,"25,915",28.00%
OH,Tuscarawas,7,"66,667",72.00%
OH,Union,4,"52,300",100.00%
OH,Van Wert,5,"28,744",100.00%
OH,Vinton,15,"13,435",100.00%
OH,Warren,1,"212,693",100.00%
OH,Washington,6,"61,778",100.00%
OH,Wayne,16,"114,520",100.00%
OH,Williams,5,"37,642",100.00%
OH,Wood,5,"125,488",100.00%
OH,Wyandot,5,"22,615",100.00%
OK,Adair,2,"22,683",100.00%
OK,Alfalfa,3,"5,642",100.00%
OK,Atoka,2,"14,182",100.00%
OK,Beaver,3,"5,636",100.00%
OK,Beckham,3,"22,119",100.00%
OK,Blaine,3,"11,943",100.00%
OK,Bryan,2,"42,416",100.00%
OK,Caddo,3,"29,600",100.00%
OK,Canadian,3,"96,588",83.60%
OK,Canadian,4,"18,953",16.40%
OK,Carter,4,"47,557",100.00%
OK,Cherokee,2,"46,987",100.00%
OK,Choctaw,2,"15,205",100.00%
OK,Cimarron,3,"2,475",100.00%
OK,Cleveland,4,"255,755",100.00%
OK,Coal,2,"5,925",100.00%
OK,Comanche,4,"124,098",100.00%
OK,Cotton,4,"6,193",100.00%
OK,Craig,2,"15,029",100.00%
OK,Creek,1,"7,054",10.10%
OK,Creek,3,"62,913",89.90%
OK,Custer,3,"27,469",100.00%
OK,Delaware,2,"41,487",100.00%
OK,Dewey,3,"4,810",100.00%
OK,Ellis,3,"4,151",100.00%
OK,Garfield,3,"60,580",100.00%
OK,Garvin,4,"27,576",100.00%
OK,Grady,4,"52,431",100.00%
OK,Grant,3,"4,527",100.00%
OK,Greer,3,"6,239",100.00%
OK,Harmon,3,"2,922",100.00%
OK,Harper,3,"3,685",100.00%
OK,Haskell,2,"12,769",100.00%
OK,Hughes,2,"14,003",100.00%
OK,Jackson,3,"26,446",100.00%
OK,Jefferson,4,"6,472",100.00%
OK,Johnston,2,"10,957",100.00%
OK,Kay,3,"46,562",100.00%
OK,Kingfisher,3,"15,034",100.00%
OK,Kiowa,3,"9,446",100.00%
OK,Latimer,2,"11,154",100.00%
OK,Le Flore,2,"50,384",100.00%
OK,Lincoln,3,"34,273",100.00%
OK,Logan,3,"41,848",100.00%
OK,Love,4,"9,423",100.00%
OK,McClain,4,"34,506",100.00%
OK,McCurtain,2,"33,151",100.00%
OK,McIntosh,2,"20,252",100.00%
OK,Major,3,"7,527",100.00%
OK,Marshall,2,"15,840",100.00%
OK,Mayes,2,"41,259",100.00%
OK,Murray,4,"13,488",100.00%
OK,Muskogee,2,"70,990",100.00%
OK,Noble,3,"11,561",100.00%
OK,Nowata,2,"10,536",100.00%
OK,Okfuskee,2,"12,191",100.00%
OK,Oklahoma,4,"63,286",8.80%
OK,Oklahoma,5,"655,347",91.20%
OK,Okmulgee,2,"40,069",100.00%
OK,Osage,3,"47,472",100.00%
OK,Ottawa,2,"31,848",100.00%
OK,Pawnee,3,"16,577",100.00%
OK,Payne,3,"77,350",100.00%
OK,Pittsburg,2,"45,837",100.00%
OK,Pontotoc,4,"37,492",100.00%
OK,Pottawatomie,5,"69,442",100.00%
OK,Pushmataha,2,"11,572",100.00%
OK,Roger Mills,3,"3,647",100.00%
OK,Rogers,1,"15,752",18.10%
OK,Rogers,2,"71,153",81.90%
OK,Seminole,5,"25,482",100.00%
OK,Sequoyah,2,"42,391",100.00%
OK,Stephens,4,"45,048",100.00%
OK,Texas,3,"20,640",100.00%
OK,Tillman,4,"7,992",100.00%
OK,Tulsa,1,"603,403",100.00%
OK,Wagoner,1,"73,085",100.00%
OK,Washington,1,"50,976",100.00%
OK,Washita,3,"11,629",100.00%
OK,Woods,3,"8,878",100.00%
OK,Woodward,3,"20,081",100.00%
OR,Baker,2,"16,134",100.00%
OR,Benton,4,"75,575",88.30%
OR,Benton,5,"10,004",11.70%
OR,Clackamas,3,"89,120",23.70%
OR,Clackamas,5,"286,872",76.30%
OR,Clatsop,1,"37,039",100.00%
OR,Columbia,1,"49,351",100.00%
OR,Coos,4,"63,043",100.00%
OR,Crook,2,"20,978",100.00%
OR,Curry,4,"22,364",100.00%
OR,Deschutes,2,"157,733",100.00%
OR,Douglas,4,"107,667",100.00%
OR,Gilliam,2,"1,871",100.00%
OR,Grant,2,"7,445",100.00%
OR,Harney,2,"7,422",100.00%
OR,Hood River,2,"22,346",100.00%
OR,Jackson,2,"203,206",100.00%
OR,Jefferson,2,"21,720",100.00%
OR,Josephine,2,"53,535",64.70%
OR,Josephine,4,"29,178",35.30%
OR,Klamath,2,"66,380",100.00%
OR,Lake,2,"7,895",100.00%
OR,Lane,4,"351,715",100.00%
OR,Lincoln,5,"46,034",100.00%
OR,Linn,4,"116,672",100.00%
OR,Malheur,2,"31,313",100.00%
OR,Marion,5,"315,335",100.00%
OR,Morrow,2,"11,173",100.00%
OR,Multnomah,1,"50,923",6.90%
OR,Multnomah,3,"677,095",92.10%
OR,Multnomah,5,"7,316",1.00%
OR,Polk,1,3,0.00%
OR,Polk,5,"75,400",100.00%
OR,Sherman,2,"1,765",100.00%
OR,Tillamook,5,"25,250",100.00%
OR,Umatilla,2,"75,889",100.00%
OR,Union,2,"25,748",100.00%
OR,Wallowa,2,"7,008",100.00%
OR,Wasco,2,"25,213",100.00%
OR,Washington,1,"529,710",100.00%
OR,Wheeler,2,"1,441",100.00%
OR,Yamhill,1,"99,191",100.00%
OR,Yamhill,5,2,0.00%
PA,Adams,13,"101,407",100.00%
PA,Allegheny,17,"517,660",42.30%
PA,Allegheny,18,"705,688",57.70%
PA,Armstrong,15,"68,941",100.00%
PA,Beaver,17,"170,539",100.00%
PA,Bedford,13,"49,762",100.00%
PA,Berks,4,"18,330",4.50%
PA,Berks,6,"206,802",50.30%
PA,Berks,9,"186,310",45.30%
PA,Blair,13,"127,089",100.00%
PA,Bradford,12,"62,622",100.00%
PA,Bucks,1,"625,249",100.00%
PA,Butler,15,"37,763",20.50%
PA,Butler,16,"128,610",69.90%
PA,Butler,17,"17,489",9.50%
PA,Cambria,13,"50,172",34.90%
PA,Cambria,15,"93,507",65.10%
PA,Cameron,15,"5,085",100.00%
PA,Carbon,9,"65,249",100.00%
PA,Centre,12,"89,219",57.90%
PA,Centre,15,"64,771",42.10%
PA,Chester,6,"498,886",100.00%
PA,Clarion,15,"39,988",100.00%
PA,Clearfield,15,"81,642",100.00%
PA,Clinton,12,"39,238",100.00%
PA,Columbia,9,"67,295",100.00%
PA,Crawford,16,"88,765",100.00%
PA,Cumberland,10,"188,859",80.20%
PA,Cumberland,13,"46,547",19.80%
PA,Dauphin,10,"268,100",100.00%
PA,Delaware,5,"558,979",100.00%
PA,Elk,15,"31,946",100.00%
PA,Erie,16,"280,566",100.00%
PA,Fayette,14,"136,606",100.00%
PA,Forest,15,"7,716",100.00%
PA,Franklin,13,"149,618",100.00%
PA,Fulton,13,"14,845",100.00%
PA,Greene,14,"38,686",100.00%
PA,Huntingdon,13,"45,913",100.00%
PA,Indiana,15,"88,880",100.00%
PA,Jefferson,15,"45,200",100.00%
PA,Juniata,12,"24,636",100.00%
PA,Lackawanna,8,"214,437",100.00%
PA,Lancaster,11,"519,445",100.00%
PA,Lawrence,16,"91,108",100.00%
PA,Lebanon,9,"133,568",100.00%
PA,Lehigh,7,"349,497",100.00%
PA,Luzerne,8,"269,673",84.00%
PA,Luzerne,9,"51,245",16.00%
PA,Lycoming,12,"116,111",100.00%
PA,Mc Kean,15,"43,450",100.00%
PA,Mercer,16,"116,638",100.00%
PA,Mifflin,12,"46,682",100.00%
PA,Monroe,7,"58,456",34.40%
PA,Monroe,8,"111,386",65.60%
PA,Montgomery,1,"80,438",10.10%
PA,Montgomery,4,"687,357",85.90%
PA,Montgomery,5,"32,079",4.00%
PA,Montour,9,"18,267",100.00%
PA,Northampton,7,"297,735",100.00%
PA,Northumberland,9,"35,464",37.50%
